Entrez_ID	Gene_Symbol	Description
4086		SMAD family member 1
4087		SMAD family member 2
4088		SMAD family member 3
4089	Failed_4089	
409		arrestin beta 2
4090		SMAD family member 5
4091		SMAD family member 6
4092		SMAD family member 7
4093		SMAD family member 9
4094		MAF bZIP transcription factor
4097		MAF bZIP transcription factor G
4099		myelin associated glycoprotein
41		acid sensing ion channel subunit 1
410		arylsulfatase A
4100		MAGE family member A1
4101		MAGE family member A2
4102		MAGE family member A3
4103		MAGE family member A4
4105		MAGE family member A6
4107		MAGE family member A8
4108		MAGE family member A9
4109		MAGE family member A10
411		arylsulfatase B
4110		MAGE family member A11
4111		MAGE family member A12
4112		MAGE family member B1
4113		MAGE family member B2
4114		MAGE family member B3
4115		MAGE family member B4
4116		mago homolog, exon junction complex subunit
4117		male germ cell associated kinase
4118		mal, T cell differentiation protein (MAL blood group)
412	Failed_412	
4121		mannosidase alpha class 1A member 1
4122		mannosidase alpha class 2A member 2
4123		mannosidase alpha class 2C member 1
4124		mannosidase alpha class 2A member 1
4125		mannosidase alpha class 2B member 1
4126		mannosidase beta
4128		monoamine oxidase A
4129		monoamine oxidase B
4130		microtubule associated protein 1A
4131		microtubule associated protein 1B
4133		microtubule associated protein 2
4134		microtubule associated protein 4
4135		microtubule associated protein 6
4137		microtubule associated protein tau
4139		microtubule affinity regulating kinase 1
414		arylsulfatase D
4140	Failed_4140	
414059		TBC1 domain family member 3B
414060		TBC1 domain family member 3C
414062		C-C motif chemokine ligand 3 like 3
4141		methionyl-tRNA synthetase 1
414149		acyl-CoA binding domain containing 7
414157		chromosome 10 open reading frame 62
414189		ArfGAP with GTPase domain, ankyrin repeat and PH domain 6
4142		MAS1 proto-oncogene, G protein-coupled receptor
414236	Failed_414236	
4143		methionine adenosyltransferase 1A
414301	Failed_414301	
414325		defensin beta 103A
414328		IDNK gluconokinase
414332		lipocalin 10
4144		methionine adenosyltransferase 2A
4145	Failed_4145	
4146		matrilin 1
4147		matrilin 2
4148		matrilin 3
414899		BH3-like motif containing, cell death inducer
4149	Failed_4149	
414918	Failed_414918	
414919		chromosome 8 open reading frame 82
415		arylsulfatase L
4150		MYC associated zinc finger protein
4151		myoglobin
415116		Pim-3 proto-oncogene, serine/threonine kinase
415117		syntaxin 19
4152		methyl-CpG binding domain protein 1
4153		mannose binding lectin 2
4154		muscleblind like splicing regulator 1
4155		myelin basic protein
4157		melanocortin 1 receptor
4158		melanocortin 2 receptor
4159		melanocortin 3 receptor
416		arylsulfatase F
4160		melanocortin 4 receptor
4161		melanocortin 5 receptor
4162		melanoma cell adhesion molecule
4163		MCC regulator of WNT signaling pathway
4166		carbohydrate sulfotransferase 6
4168		MCF.2 cell line derived transforming sequence
417		ADP-ribosyltransferase 1
4170		MCL1 apoptosis regulator, BCL2 family member
4171		minichromosome maintenance complex component 2
4172	Failed_4172	
4173		minichromosome maintenance complex component 4
4174		minichromosome maintenance complex component 5
4175		minichromosome maintenance complex component 6
4176		minichromosome maintenance complex component 7
4179		CD46 molecule
4185	Failed_4185	
4188		MyoD family inhibitor
4189		DnaJ heat shock protein family (Hsp40) member B9
419		ADP-ribosyltransferase 3 (inactive)
4190		malate dehydrogenase 1
4191	Failed_4191	
4192	Failed_4192	
4193		MDM2 proto-oncogene
4194		MDM4 regulator of p53
4199		malic enzyme 1
420		ADP-ribosyltransferase 4 (inactive) (Dombrock blood group)
4200		malic enzyme 2
4201		male-enhanced antigen 1
4204		methyl-CpG binding protein 2
4205		myocyte enhancer factor 2A
4207		BORCS8-MEF2B readthrough
4208		myocyte enhancer factor 2C
4209		myocyte enhancer factor 2D
421		ARVCF delta catenin family member
4210		MEFV innate immunity regulator, pyrin
4211		Meis homeobox 1
4212		Meis homeobox 2
4214		mitogen-activated protein kinase kinase kinase 1
4215		mitogen-activated protein kinase kinase kinase 3
4216		mitogen-activated protein kinase kinase kinase 4
4217		mitogen-activated protein kinase kinase kinase 5
4218	Failed_4218	
4221		menin 1
4222		mesenchyme homeobox 1
4223		mesenchyme homeobox 2
4224	Failed_4224	
4225		meprin A subunit beta
4232		mesoderm specific transcript
4233		MET proto-oncogene, receptor tyrosine kinase
4234		methyltransferase 1, tRNA methylguanosine
4236		microfibril associated protein 1
4237		microfibril associated protein 2
4238		microfibril associated protein 3
4239	Failed_4239	
4240		milk fat globule EGF and factor V/VIII domain containing
4241		melanotransferrin
4242		MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
4245		alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
4246		secretoglobin family 2A member 1
4247		alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
4248		beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase
4249		alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase
4250	Failed_4250	
4253		MIA SH3 domain ER export factor 2
4254		KIT ligand
4255		O-6-methylguanine-DNA methyltransferase
4256		matrix Gla protein
4257		microsomal glutathione S-transferase 1
4258		microsomal glutathione S-transferase 2
4259		microsomal glutathione S-transferase 3
4261		class II major histocompatibility complex transactivator
4267	Failed_4267	
427		N-acylsphingosine amidohydrolase 1
4277		MHC class I polypeptide-related sequence B
4281		midline 1
4282		macrophage migration inhibitory factor
4283		C-X-C motif chemokine ligand 9
4284		major intrinsic protein of lens fiber
4285		mitochondrial intermediate peptidase
4286		melanocyte inducing transcription factor
4287		ataxin 3
4288		marker of proliferation Ki-67
4289		muskelin 1
429		achaete-scute family bHLH transcription factor 1
4291	Failed_4291	
4292		mutL homolog 1
4293		mitogen-activated protein kinase kinase kinase 9
4294		mitogen-activated protein kinase kinase kinase 10
4295		motilin
4296		mitogen-activated protein kinase kinase kinase 11
4297		lysine methyltransferase 2A
4298		MLLT1 super elongation complex subunit
4299		ALF transcription elongation factor 1
43		acetylcholinesterase (Yt blood group)
430		achaete-scute family bHLH transcription factor 2
4300	Failed_4300	
4301		afadin, adherens junction formation factor
4302		MLLT6, PHD finger containing
4303		forkhead box O4
4306		nuclear receptor subfamily 3 group C member 2
4308		transient receptor potential cation channel subfamily M member 1
4311		membrane metalloendopeptidase
4312		matrix metallopeptidase 1
4313		matrix metallopeptidase 2
4314	Failed_4314	
4316		matrix metallopeptidase 7
4317		matrix metallopeptidase 8
431705		astacin like metalloendopeptidase
431707		LIM homeobox 8
4318		matrix metallopeptidase 9
4319		matrix metallopeptidase 10
432	Failed_432	
4320	Failed_4320	
4321	Failed_4321	
4322		matrix metallopeptidase 13
4323	Failed_4323	
4324		matrix metallopeptidase 15
4325		matrix metallopeptidase 16
4326		matrix metallopeptidase 17
4327		matrix metallopeptidase 19
4329		aldehyde dehydrogenase 6 family member A1
433		asialoglycoprotein receptor 2
4330		MN1 proto-oncogene, transcriptional regulator
4331		MNAT1 component of CDK activating kinase
4332		myeloid cell nuclear differentiation antigen
4335		MAX network transcriptional repressor
4336		myelin associated oligodendrocyte basic protein
4337		molybdenum cofactor synthesis 1
4338		molybdenum cofactor synthesis 2
434		agouti signaling protein
4340		myelin oligodendrocyte glycoprotein
4342		MOS proto-oncogene, serine/threonine kinase
4343		Mov10 RNA helicase
4345		CD200 molecule
435	Failed_435	
4350		N-methylpurine DNA glycosylase
4351		mannose phosphate isomerase
4352		MPL proto-oncogene, thrombopoietin receptor
4353		myeloperoxidase
4354		MAGUK p55 scaffold protein 1
4355		MAGUK p55 scaffold protein 2
4356		MAGUK p55 scaffold protein 3
4357		mercaptopyruvate sulfurtransferase
4358		mitochondrial inner membrane protein MPV17
4359		myelin protein zero
4360		mannose receptor C-type 1
4361		MRE11 homolog, double strand break repair nuclease
4363		ATP binding cassette subfamily C member 1 (ABCC1 blood group)
438		acetylserotonin O-methyltransferase
43847		kallikrein related peptidase 14
43849		kallikrein related peptidase 12
439		guided entry of tail-anchored proteins factor 3, ATPase
439921		matrix remodeling associated 7
439996		interferon induced protein with tetratricopeptide repeats 1B
440		asparagine synthetase (glutamine-hydrolyzing)
440026		transmembrane protein 41B
440068		caspase recruitment domain family member 17, pseudogene
440073		IQ motif and Sec7 domain ArfGEF 3
440087		single-pass membrane protein with coiled-coil domains 3
440093		H3.5 histone
440097		developing brain homeobox 2
440138		ALG11 alpha-1,2-mannosyltransferase
440145		mitotic spindle organizing protein 1
440163		ribonuclease A family member 13 (inactive)
440193		coiled-coil domain containing 88C
440270		golgin A8 family member B
440275		eukaryotic translation initiation factor 2 alpha kinase 4
440279		unc-13 homolog C
440335		small integral membrane protein 22
440348		nuclear pore complex interacting protein family member B15
440387	Failed_440387	
440435		G protein-coupled receptor 179
440498		heat shock factor binding protein 1 like 1
440503		perilipin 5
440515		zinc finger protein 506
440533	Failed_440533	
440563	Failed_440563	
440574		mitochondrial contact site and cristae organizing system subunit 10
440590		zyg-11 family member A, cell cycle regulator
440603		BCL2 like 15
440689	Failed_440689	
440712		regulator of hemoglobinization and erythroid cell expansion
440730		tripartite motif containing 67
440738		microtubule associated protein 1 light chain 3 gamma
440822		piwi like RNA-mediated gene silencing 3
440836		ciliary microtubule associated protein 1B
440854		calpain 14
441024		methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like
441027		transmembrane protein 150C
441061		membrane associated ring-CH-type finger 11
441150		peroxisomal biogenesis factor 39
441151		transmembrane protein 151B
441168	Failed_441168	
441250		tRNA-yW synthesizing protein 1 homolog B
441272		speedy/RINGO cell cycle regulator family member E3
441273		speedy/RINGO cell cycle regulator family member E2
441282		aldo-keto reductase family 1 member B15
441294		CTAGE family member 15
441381		leucine rich repeat containing 24
441430		ankyrin repeat domain 20 family member A2, pseudogene
441478	Failed_441478	
441509		glycine receptor alpha 4 (pseudogene)
441518		retrotransposon Gag like 8B
441519		cancer/testis antigen family 45 member A3
441521		cancer/testis antigen family 45 member A5
441525		SPANX family member N4
441531		phosphoglycerate mutase family member 4
441549		cerebral dopamine neurotrophic factor
441631		tetraspanin 11
441669		olfactory receptor family 4 subfamily Q member 3
441869		ankyrin repeat domain 65
442038		sulfotransferase family 1C member 3
442117		polypeptide N-acetylgalactosaminyltransferase like 6
442213	Failed_442213	
442247		ret finger protein like 4B
442361		olfactory receptor family 2 subfamily A member 2
442425		forkhead box B2
442721		leiomodin 2
443		aspartoacylase
4430		myosin IB
4435		Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1
4436		mutS homolog 2
4437		mutS homolog 3
4438		mutS homolog 4
4439		mutS homolog 5
444		aspartate beta-hydroxylase
4440		musashi RNA binding protein 1
445		argininosuccinate synthase 1
445328		Rho guanine nucleotide exchange factor 35
445329		sulfotransferase family 1A member 4
445372		TRIM6-TRIM34 readthrough
445571		Zn regulated GTPase metalloprotein activator 1C
445582		POTE ankyrin domain family member E
445815		PALM2 and AKAP2 fusion
4477		microseminoprotein beta
4478		moesin
4481		macrophage scavenger receptor 1
4482		methionine sulfoxide reductase A
4485		macrophage stimulating 1
4486		macrophage stimulating 1 receptor
4487		msh homeobox 1
4488		msh homeobox 2
448834		keratinocyte proline rich protein
448835		late cornified envelope 6A
4489		metallothionein 1A
4490		metallothionein 1B
4493		metallothionein 1E
4494		metallothionein 1F
4495	Failed_4495	
4496		metallothionein 1H
4499		metallothionein 1M
4501		metallothionein 1X
4502		metallothionein 2A
4504		metallothionein 3
4507		methylthioadenosine phosphorylase
4515		mature T cell proliferation 1
4520		metal regulatory transcription factor 1
4521		nudix hydrolase 1
4522		methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1
4524		methylenetetrahydrofolate reductase
4528		mitochondrial translational initiation factor 2
4534		myotubularin 1
4542		myosin IF
4543		melatonin receptor 1A
4544		melatonin receptor 1B
4547		microsomal triglyceride transfer protein
4548		5-methyltetrahydrofolate-homocysteine methyltransferase
4552	Failed_4552	
4580		metaxin 1
4582		mucin 1, cell surface associated
4584	Failed_4584	
4585		mucin 4, cell surface associated
4586		mucin 5AC, oligomeric mucus/gel-forming
4588	Failed_4588	
4589		mucin 7, secreted
4591		tripartite motif containing 37
4593		muscle associated receptor tyrosine kinase
4594		methylmalonyl-CoA mutase
4595		mutY DNA glycosylase
4597		mevalonate diphosphate decarboxylase
4598		mevalonate kinase
4599		MX dynamin like GTPase 1
460		astrotactin 1
4600		MX dynamin like GTPase 2
4601		MAX interactor 1, dimerization protein
4602		MYB proto-oncogene, transcription factor
4603		MYB proto-oncogene like 1
4604		myosin binding protein C1
4605	Failed_4605	
4606		myosin binding protein C2
4607		myosin binding protein C3
4608	Failed_4608	
4609		MYC proto-oncogene, bHLH transcription factor
4610	Failed_4610	
4613		MYCN proto-oncogene, bHLH transcription factor
4615		MYD88 innate immune signal transduction adaptor
4616		growth arrest and DNA damage inducible beta
4617		myogenic factor 5
4618		myogenic factor 6
4619		myosin heavy chain 1
462		serpin family C member 1
4620		myosin heavy chain 2
4621		myosin heavy chain 3
4622		myosin heavy chain 4
4624		myosin heavy chain 6
4625	Failed_4625	
4626		myosin heavy chain 8
4627		myosin heavy chain 9
4628		myosin heavy chain 10
4629		myosin heavy chain 11
463		zinc finger homeobox 3
4632		myosin light chain 1
4633		myosin light chain 2
4634		myosin light chain 3
4635		myosin light chain 4
4636		myosin light chain 5
4637		myosin light chain 6
4638		myosin light chain kinase
4640		myosin IA
4641		myosin IC
4642		myosin ID
4643		myosin IE
4644		myosin VA
4645		myosin VB
4646		myosin VI
4647		myosin VIIA
4648		myosin VIIB
4649		myosin IXA
4650		myosin IXB
4651		myosin X
4653	Failed_4653	
4654		myogenic differentiation 1
4656		myogenin
4659		protein phosphatase 1 regulatory subunit 12A
466	Failed_466	
4660		protein phosphatase 1 regulatory subunit 12B
4661		myelin transcription factor 1
4664	Failed_4664	
4665		NGFI-A binding protein 2
4666	Failed_4666	
4668		alpha-N-acetylgalactosaminidase
4669		N-acetyl-alpha-glucosaminidase
467		activating transcription factor 3
4670		heterogeneous nuclear ribonucleoprotein M
4671		NLR family apoptosis inhibitory protein
4673		nucleosome assembly protein 1 like 1
4674		nucleosome assembly protein 1 like 2
4675	Failed_4675	
4676		nucleosome assembly protein 1 like 4
4677		asparaginyl-tRNA synthetase 1
4678		nuclear autoantigenic sperm protein
468		activating transcription factor 4
4680		CEA cell adhesion molecule 6
4681		NBL1, DAN family BMP antagonist
4682		NUBP iron-sulfur cluster assembly factor 1, cytosolic
4683		nibrin
4684		neural cell adhesion molecule 1
4685	Failed_4685	
4686		nuclear cap binding protein subunit 1
4688		neutrophil cytosolic factor 2
4689		neutrophil cytosolic factor 4
4690		NCK adaptor protein 1
4691		nucleolin
4692		necdin, MAGE family member
4693		norrin cystine knot growth factor NDP
4694		NADH:ubiquinone oxidoreductase subunit A1
4695		NADH:ubiquinone oxidoreductase subunit A2
4696		NADH:ubiquinone oxidoreductase subunit A3
4697		NDUFA4 mitochondrial complex associated
4698		NADH:ubiquinone oxidoreductase subunit A5
47		ATP citrate lyase
4700		NADH:ubiquinone oxidoreductase subunit A6
4701		NADH:ubiquinone oxidoreductase subunit A7
4702		NADH:ubiquinone oxidoreductase subunit A8
4703		nebulin
4704		NADH:ubiquinone oxidoreductase subunit A9
4705		NADH:ubiquinone oxidoreductase subunit A10
4706		NADH:ubiquinone oxidoreductase subunit AB1
4707	Failed_4707	
4708		NADH:ubiquinone oxidoreductase subunit B2
4709		NADH:ubiquinone oxidoreductase subunit B3
471		5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
4710	Failed_4710	
4711		NADH:ubiquinone oxidoreductase subunit B5
4712		NADH:ubiquinone oxidoreductase subunit B6
4713		NADH:ubiquinone oxidoreductase subunit B7
4714		NADH:ubiquinone oxidoreductase subunit B8
4715		NADH:ubiquinone oxidoreductase subunit B9
4716		NADH:ubiquinone oxidoreductase subunit B10
4717		NADH:ubiquinone oxidoreductase subunit C1
4718		NADH:ubiquinone oxidoreductase subunit C2
4719		NADH:ubiquinone oxidoreductase core subunit S1
472		ATM serine/threonine kinase
4720		NADH:ubiquinone oxidoreductase core subunit S2
4722		NADH:ubiquinone oxidoreductase core subunit S3
4723		NADH:ubiquinone oxidoreductase core subunit V1
4724		NADH:ubiquinone oxidoreductase subunit S4
4725		NADH:ubiquinone oxidoreductase subunit S5
4726		NADH:ubiquinone oxidoreductase subunit S6
4728		NADH:ubiquinone oxidoreductase core subunit S8
4729		NADH:ubiquinone oxidoreductase core subunit V2
473		arginine-glutamic acid dipeptide repeats
4731		NADH:ubiquinone oxidoreductase subunit V3
4733	Failed_4733	
4734		NEDD4 E3 ubiquitin protein ligase
4735		septin 2
4736		ribosomal protein L10a
4738		NEDD8 ubiquitin like modifier
4739		neural precursor cell expressed, developmentally down-regulated 9
474		atonal bHLH transcription factor 1
4741		neurofilament medium chain
474343		spindlin family member 2B
474344		GTPase, IMAP family member 6
474354		leucine rich repeat containing 18
474381		H2A.B variant histone 2
474382		H2A.B variant histone 1
4744		neurofilament heavy chain
4745		neural EGFL like 1
4747		neurofilament light chain
475		antioxidant 1 copper chaperone
4750		NIMA related kinase 1
4751		NIMA related kinase 2
4752		NIMA related kinase 3
4753		neural EGFL like 2
4756		neogenin 1
4758		neuraminidase 1
4759		neuraminidase 2
476		ATPase Na+/K+ transporting subunit alpha 1
4760		neuronal differentiation 1
4761	Failed_4761	
4762	Failed_4762	
4763		neurofibromin 1
477		ATPase Na+/K+ transporting subunit alpha 2
4771		NF2, moesin-ezrin-radixin like (MERLIN) tumor suppressor
4772		nuclear factor of activated T cells 1
4773		nuclear factor of activated T cells 2
4774		nuclear factor I A
4775		nuclear factor of activated T cells 3
4776		nuclear factor of activated T cells 4
4778		nuclear factor, erythroid 2
4779	Failed_4779	
478		ATPase Na+/K+ transporting subunit alpha 3
4780		NFE2 like bZIP transcription factor 2
4781		nuclear factor I B
4782		nuclear factor I C
4783		nuclear factor, interleukin 3 regulated
4784		nuclear factor I X
479		ATPase H+/K+ transporting non-gastric alpha2 subunit
4790		nuclear factor kappa B subunit 1
4791		nuclear factor kappa B subunit 2
4792		NFKB inhibitor alpha
4793		NFKB inhibitor beta
4794		NFKB inhibitor epsilon
4795		NFKB inhibitor like 1
4796		tonsoku like, DNA repair protein
4798		nuclear factor related to kappaB binding protein
4799		nuclear transcription factor, X-box binding 1
48		aconitase 1
480		ATPase Na+/K+ transporting subunit alpha 4
4800		nuclear transcription factor Y subunit alpha
4801		nuclear transcription factor Y subunit beta
4802		nuclear transcription factor Y subunit gamma
4803		nerve growth factor
4804		nerve growth factor receptor
4807		nescient helix-loop-helix 1
4808		nescient helix-loop-helix 2
4809		small nuclear ribonucleoprotein 13
481		ATPase Na+/K+ transporting subunit beta 1
4810		NHS actin remodeling regulator
4811		nidogen 1
4814	Failed_4814	
4815		ninjurin 2
4817		nitrilase 1
4818		natural killer cell granule protein 7
482		ATPase Na+/K+ transporting subunit beta 2
4820		natural killer cell triggering receptor
4821		NK2 homeobox 2
4824		NK3 homeobox 1
4825		NK6 homeobox 1
4826		neuronatin
4828		neuromedin B
4829	Failed_4829	
483		ATPase Na+/K+ transporting subunit beta 3
4830		NME/NM23 nucleoside diphosphate kinase 1
4831		NME/NM23 nucleoside diphosphate kinase 2
4832		NME/NM23 nucleoside diphosphate kinase 3
4833		NME/NM23 nucleoside diphosphate kinase 4
4835		N-ribosyldihydronicotinamide:quinone dehydrogenase 2
4836		N-myristoyltransferase 1
4837		nicotinamide N-methyltransferase
4838		nodal growth differentiation factor
4839		NOP2 nucleolar protein
4841		non-POU domain containing octamer binding
4842		nitric oxide synthase 1
4843		nitric oxide synthase 2
4846		nitric oxide synthase 3
4848		CCR4-NOT transcription complex subunit 2
4849	Failed_4849	
4850		CCR4-NOT transcription complex subunit 4
4851	Failed_4851	
4852		neuropeptide Y
4853		notch receptor 2
4854		notch receptor 3
4855		notch receptor 4
4856		cellular communication network factor 3
4857		NOVA alternative splicing regulator 1
4858		NOVA alternative splicing regulator 2
486		FXYD domain containing ion transport regulator 2
4860		purine nucleoside phosphorylase
4861		neuronal PAS domain protein 1
4862		neuronal PAS domain protein 2
4863		nuclear protein, coactivator of histone transcription
4864		NPC intracellular cholesterol transporter 1
4867		nephrocystin 1
4868		NPHS1 adhesion molecule, nephrin
4869		nucleophosmin 1
487		ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1
4878		natriuretic peptide A
4879		natriuretic peptide B
488		ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
4880		natriuretic peptide C
4881	Failed_4881	
4882		natriuretic peptide receptor 2
4883		natriuretic peptide receptor 3
4884		neuronal pentraxin 1
4885		neuronal pentraxin 2
4886		neuropeptide Y receptor Y1
4887		neuropeptide Y receptor Y2
4889		neuropeptide Y receptor Y5
489		ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
4891		solute carrier family 11 member 2
4892		nebulin related anchoring protein
4893		NRAS proto-oncogene, GTPase
4897		neuronal cell adhesion molecule
4898		nardilysin convertase
4899		nuclear respiratory factor 1
49		acrosin
490		ATPase plasma membrane Ca2+ transporting 1
4900		neurogranin
4901		neural retina leucine zipper
4902		neurturin
4904		Y-box binding protein 1
4905		N-ethylmaleimide sensitive factor, vesicle fusing ATPase
4907		5'-nucleotidase ecto
4908	Failed_4908	
4909		neurotrophin 4
491		ATPase plasma membrane Ca2+ transporting 2
4913		nth like DNA glycosylase 1
4914	Failed_4914	
4915		neurotrophic receptor tyrosine kinase 2
4916		neurotrophic receptor tyrosine kinase 3
4917		netrin 3
4919		receptor tyrosine kinase like orphan receptor 1
492		ATPase plasma membrane Ca2+ transporting 3
4920		receptor tyrosine kinase like orphan receptor 2
4921		discoidin domain receptor tyrosine kinase 2
4922		neurotensin
4923		neurotensin receptor 1
492311		IgA inducing protein
4924		nucleobindin 1
4925		nucleobindin 2
4926		nuclear mitotic apparatus protein 1
4927		nucleoporin 88
4928		nucleoporin 98 and 96 precursor
4929	Failed_4929	
493		ATPase plasma membrane Ca2+ transporting 4
4931		nuclear VCP like
4935		G protein-coupled receptor 143
493753		cytochrome c oxidase assembly factor 5
4938		2'-5'-oligoadenylate synthetase 1
493829		tripartite motif containing 72
493856		CDGSH iron sulfur domain 2
493861		EP300 interacting inhibitor of differentiation 3
493869		glutathione peroxidase 8 (putative)
4939		2'-5'-oligoadenylate synthetase 2
493901	Failed_493901	
493911		phosphatase, orphan 2
4940		2'-5'-oligoadenylate synthetase 3
494115		RBMX like 1
494118		SPANX family member N1
494119		SPANX family member N2
494143		ChaC glutathione specific gamma-glutamylcyclotransferase 2
494197	Failed_494197	
4942		ornithine aminotransferase
4943		TBC1 domain family member 25
494470		arkadia (RNF111) C-terminal like ring finger ubiquitin ligase 2C
494513		pejvakin
494551		WEE2 oocyte meiosis inhibiting kinase
4946		ornithine decarboxylase antizyme 1
4947		ornithine decarboxylase antizyme 2
4948		OCA2 melanosomal transmembrane protein
495		ATPase H+/K+ transporting subunit alpha
4951		oncomodulin 2
4952		OCRL inositol polyphosphate-5-phosphatase
4953		ornithine decarboxylase 1
4956		outer dense fiber of sperm tails 1
4957		outer dense fiber of sperm tails 2
4958		osteomodulin
496		ATPase H+/K+ transporting subunit beta
4967		oxoglutarate dehydrogenase
4968		8-oxoguanine DNA glycosylase
4969		osteoglycin
497189		TIFA inhibitor
497190		C-type lectin domain family 18 member B
4973	Failed_4973	
4974		oligodendrocyte myelin glycoprotein
4975		olfactory marker protein
4976		OPA1 mitochondrial dynamin like GTPase
497661		chromosome 18 open reading frame 32
4978		opioid binding protein/cell adhesion molecule like
498		ATP synthase F1 subunit alpha
4982		TNF receptor superfamily member 11b
4983		oligophrenin 1
4985		opioid receptor delta 1
49854		zinc finger and BTB domain containing 21
49855		S-phase cyclin A associated protein in the ER
49856		WD repeat containing, antisense to TP73
4986		opioid receptor kappa 1
49860		cornulin
49861		claudin 20
4987		opioid related nociceptin receptor 1
4988		opioid receptor mu 1
4990	Failed_4990	
4991	Failed_4991	
4992		olfactory receptor family 1 subfamily F member 1
4994	Failed_4994	
4995		olfactory receptor family 3 subfamily A member 2
4998		origin recognition complex subunit 1
4999		origin recognition complex subunit 2
50		aconitase 2
5000		origin recognition complex subunit 4
5001		origin recognition complex subunit 5
5002		solute carrier family 67 member 1
5004		orosomucoid 1
5005		orosomucoid 2
5007		oxysterol binding protein
5008		oncostatin M
5009		ornithine transcarbamylase
501		aldehyde dehydrogenase 7 family member A1
5010		claudin 11
5013		orthodenticle homeobox 1
5015		orthodenticle homeobox 2
5016		oviductal glycoprotein 1
5017	Failed_5017	
5018		OXA1L mitochondrial inner membrane insertase
5019		3-oxoacid CoA-transferase 1
5020		oxytocin/neurophysin I prepropeptide
5021		oxytocin receptor
5023		purinergic receptor P2X 1
5024		purinergic receptor P2X 3
5025		purinergic receptor P2X 4
5026	Failed_5026	
5027		purinergic receptor P2X 7
5028		purinergic receptor P2Y1
5029		purinergic receptor P2Y2
5030		pyrimidinergic receptor P2Y4
5031		pyrimidinergic receptor P2Y6
5032		purinergic receptor P2Y11
5033		prolyl 4-hydroxylase subunit alpha 1
5034	Failed_5034	
503497		membrane spanning 4-domains A13
503542	Failed_503542	
503582		arginine-fifty homeobox
5036		proliferation-associated 2G4
503614		defensin beta 107B
503618		defensin beta 104B
5037		phosphatidylethanolamine binding protein 1
503835	Failed_503835	
503841		defensin beta 106B
504180		defensin beta 105B
5042		poly(A) binding protein cytoplasmic 3
5045		furin, paired basic amino acid cleaving enzyme
5046		proprotein convertase subtilisin/kexin type 6
5047	Failed_5047	
5048		platelet activating factor acetylhydrolase 1b regulatory subunit 1
50484	Failed_50484	
50485		SNF2 related chromatin remodeling annealing helicase 1
50486		G0/G1 switch 2
50487		phospholipase A2 group III
50488		misshapen like kinase 1
50489		CD207 molecule
5049		platelet activating factor acetylhydrolase 1b catalytic subunit 2
5050		platelet activating factor acetylhydrolase 1b catalytic subunit 3
50506		dual oxidase 2
50507		NADPH oxidase 4
50508		NADPH oxidase 3
50509		collagen type V alpha 3 chain
5051		platelet activating factor acetylhydrolase 2
50511		synaptonemal complex protein 3
50512		podocalyxin like 2
50514		deleted in esophageal cancer 1
50515		carbohydrate sulfotransferase 11
5052		peroxiredoxin 1
5053		phenylalanine hydroxylase
5054		serpin family E member 1
5055		serpin family B member 2
5058		p21 (RAC1) activated kinase 1
506	Failed_506	
50604		interleukin 20
50613	Failed_50613	
50614		polypeptide N-acetylgalactosaminyltransferase 9
50615		interleukin 21 receptor
50616	Failed_50616	
50617		ATPase H+ transporting V0 subunit a4
50618		intersectin 2
50619		DEF6 guanine nucleotide exchange factor
5062		p21 (RAC1) activated kinase 2
50624		CUB and zona pellucida like domains 1
50626		zinc finger TRAF-type containing 1
50628		gem nuclear organelle associated protein 4
5063		p21 (RAC1) activated kinase 3
50632		calcyon neuron specific vesicular protein
50636		anoctamin 7
5064		paralemmin
50640		patatin like domain 8, phospholipase A2
50649		Rho guanine nucleotide exchange factor 4
50650		Rho guanine nucleotide exchange factor 3
50651		solute carrier family 45 member 1
5066		peptidylglycine alpha-amidating monooxygenase
5067		contactin 3
50674		neurogenin 3
5068		regenerating family member 3 alpha
5069		pappalysin 1
50700		retinol dehydrogenase 8
5071		parkin RBR E3 ubiquitin protein ligase
50717		DDB1 and CUL4 associated factor 8
5073		poly(A)-specific ribonuclease
5074		pro-apoptotic WT1 regulator
5075		paired box 1
5076		paired box 2
5077		paired box 3
5078		paired box 4
5079		paired box 5
5080		paired box 6
50801		potassium two pore domain channel subfamily K member 4
50804		myelin expression factor 2
50805		iroquois homeobox 4
50807		ArfGAP with SH3 domain, ankyrin repeat and PH domain 1
50808		adenylate kinase 3
50809		heterochromatin protein 1 binding protein 3
5081	Failed_5081	
50810		HDGF like 3
50813		COP9 signalosome subunit 7A
