Name	Accession
hsa-mir-199a-1	MI0000242
hsa-mir-449c	MI0003823
hsa-mir-4677	MI0017308
hsa-mir-6803	MI0022648
hsa-mir-2114	MI0010633
hsa-mir-627	MI0003641
hsa-mir-3940	MI0016597
hsa-mir-548v	MI0014174
mml-miR-28-3p	MIMAT0026575
dme-miR-1-3p	MIMAT0000105
mml-miR-30b-3p	MIMAT0026563
mml-miR-34a-3p	MIMAT0026586
mmu-miR-6481	MIMAT0027339
mml-let-7d	MIMAT0006154
mmu-miR-30f	MIMAT0025179
mml-miR-15a-3p	MIMAT0026593
mml-miR-29b-3p	MIMAT0006168
ptr-miR-23b	MIMAT0002210
mml-miR-144	MIMAT0006202
mml-miR-126	MIMAT0006183
dme-miR-1017-3p	MIMAT0005030
dme-miR-289-5p	MIMAT0000364
dme-miR-263b-5p	MIMAT0010116
mmu-miR-1197-3p	MIMAT0005858
ptr-miR-125a	MIMAT0007984
mml-miR-7	MIMAT0006159
ptr-miR-25	MIMAT0002771
ptr-miR-106b	MIMAT0002769
dme-miR-184-3p	MIMAT0000331
mml-miR-23b-3p	MIMAT0006165
mml-miR-132-3p	MIMAT0006188
ptr-miR-665	MIMAT0008312
hsa-miR-548o-5p	MIMAT0039578
ptr-miR-374a	MIMAT0008123
ptr-miR-425	MIMAT0008144
dme-miR-276a-5p	MIMAT0045393
mmu-miR-669e-5p	MIMAT0017330
ptr-miR-126	MIMAT0007985
mmu-miR-383-5p	MIMAT0038276
mml-miR-424-3p	MIMAT0026872
ptr-miR-19b	MIMAT0002698
mml-miR-513b	MIMAT0005767
mmu-miR-3078-5p	MIMAT0014865
ptr-miR-19a	MIMAT0002696
mml-miR-23a-3p	MIMAT0002752
dme-miR-9a-3p	MIMAT0020792
ptr-miR-513b	MIMAT0005777
ptr-miR-223	MIMAT0002589
ptr-miR-937	MIMAT0008344
ptr-miR-422a	MIMAT0008141
mmu-miR-3074-1-3p	MIMAT0014857
ptr-miR-99a	MIMAT0002411
ptr-miR-30c	MIMAT0002614
ptr-miR-451	MIMAT0008153
ptr-miR-16	MIMAT0002655
ptr-miR-374b	MIMAT0008124
ptr-miR-34a	MIMAT0002498
mml-miR-374a-3p	MIMAT0026859
mml-miR-98	MIMAT0002404
ptr-miR-552	MIMAT0008233
mml-miR-675-3p	MIMAT0026908
ptr-miR-204	MIMAT0002535
ptr-miR-26b	MIMAT0008077
mml-miR-221-3p	MIMAT0002583
mmu-miR-6540-3p	MIMAT0025586
ptr-miR-100	MIMAT0002421
ptr-miR-1265	MIMAT0007989
mml-miR-16-5p	MIMAT0049609
ptr-miR-24	MIMAT0002751
mml-miR-9-3p	MIMAT0026796
ptr-miR-342	MIMAT0008110
ptr-miR-32	MIMAT0002386
rno-miR-211-5p	MIMAT0049148
mml-miR-146b-5p	MIMAT0038962
mmu-miR-3065-5p	MIMAT0046741
ptr-miR-144	MIMAT0002262
ptr-miR-9	MIMAT0002275
ptr-miR-26a	MIMAT0002344
ptr-miR-29a	MIMAT0002364
mml-miR-223	MIMAT0002588
ptr-miR-218	MIMAT0002570
dme-miR-981-3p	MIMAT0005497
mml-miR-101-3p	MIMAT0002431
ptr-miR-15a	MIMAT0002654
ptr-miR-140	MIMAT0002255
ptr-miR-125b	MIMAT0002224
ptr-miR-155	MIMAT0008048
ptr-miR-151	MIMAT0008045
mml-miR-29a-3p	MIMAT0002365
ptr-miR-191	MIMAT0008056
dme-let-7-5p	MIMAT0046773
dme-miR-285-5p	MIMAT0041966
ptr-miR-221	MIMAT0008076
mml-miR-28-5p	MIMAT0036565
ptr-miR-7	MIMAT0002485
mml-miR-130a-3p	MIMAT0002235
rno-miR-96-5p	MIMAT0046788
mml-miR-30e-3p	MIMAT0026807
ptr-miR-1275	MIMAT0007996
ptr-miR-145	MIMAT0002267
ptr-miR-28	MIMAT0002353
mml-miR-22	MIMAT0002330
ptr-miR-138	MIMAT0008034
ptr-miR-30b	MIMAT0002214
ptr-miR-103	MIMAT0002446
ptr-miR-143	MIMAT0002257
mmu-miR-1298-5p	MIMAT0048596
mmu-miR-344f-3p	MIMAT0014932
mmu-miR-344d-3-5p	MIMAT0014808
mmu-miR-6540-5p	MIMAT0025586
dme-miR-193-5p	MIMAT0049237
ptr-miR-21	MIMAT0002321
ptr-miR-29b	MIMAT0002435
ptr-miR-101	MIMAT0002430
dme-miR-998-3p	MIMAT0005518
ptr-miR-602	MIMAT0012808
rno-miR-134-5p	MIMAT0048226
mml-miR-552	MIMAT0006421
mmu-miR-1912-3p	MIMAT0014958
dme-miR-995-3p	MIMAT0005514
mml-miR-151-5p	MIMAT0013004
mml-miR-338-3p	MIMAT0006278
mml-miR-151-3p	MIMAT0006213
mml-miR-342-3p	MIMAT0006283
mmu-miR-363-5p	MIMAT0048398
mmu-miR-16-2-3p	MIMAT0017018
mmu-miR-6236	MIMAT0024857
mmu-miR-297b-3p	MIMAT0004827
mmu-miR-378d	MIMAT0025167
mmu-miR-466l-5p	MIMAT0005830
hsa-mir-205	MI0000285
cfa-miR-551b	MIMAT0009913
cfa-miR-107	MIMAT0006666
cfa-miR-200c	MIMAT0006664
cfa-miR-9	MIMAT0006674
hsa-mir-1247	MI0006382
cfa-miR-218	MIMAT0006672
cfa-miR-374b	MIMAT0006754
cfa-let-7d	MIMAT0034396
cfa-miR-20a	MIMAT0006651
cfa-miR-504	MIMAT0009907
hsa-mir-3677	MI0016078
cfa-miR-135a-5p	MIMAT0010196
hsa-mir-20b	MI0001519
cfa-miR-29b	MIMAT0006625
mmu-mir-193b	MI0005484
cfa-miR-190b	MIMAT0009873
cfa-miR-331	MIMAT0009895
cfa-miR-155	MIMAT0006671
cfa-miR-502	MIMAT0006761
cfa-miR-339	MIMAT0011134
hsa-mir-6501	MI0022213
cfa-miR-132	MIMAT0006732
cfa-miR-10a	MIMAT0006737
hsa-mir-373	MI0000781
cfa-miR-223	MIMAT0009852
cfa-miR-15a	MIMAT0006647
cfa-miR-16	MIMAT0006648
cfa-miR-362	MIMAT0009886
cfa-miR-221	MIMAT0006757
cfa-miR-423a	MIMAT0006742
cfa-miR-421	MIMAT0006755
cfa-miR-374a	MIMAT0006753
cfa-miR-30b	MIMAT0006617
cfa-miR-345	MIMAT0006710
cfa-miR-127	MIMAT0006713
hsa-miR-190b-5p	MIMAT0038986
mmu-mir-146b	MI0004665
cfa-miR-106b	MIMAT0006695
cfa-miR-1843	MIMAT0006706
hsa-mir-9-2	MI0000467
cfa-miR-183	MIMAT0006621
cfa-miR-133c	MIMAT0009833
cfa-miR-203	MIMAT0009866
cfa-miR-139	MIMAT0006645
cfa-miR-1839	MIMAT0006677
cfa-miR-197	MIMAT0006698
cfa-miR-125a	MIMAT0006609
cfa-miR-34c	MIMAT0006693
hsa-mir-9-1	MI0000466
cfa-miR-29c	MIMAT0006705
hsa-mir-203a	MI0000283
cfa-miR-301b	MIMAT0009854
cfa-miR-350	MIMAT0006704
cfa-miR-1842	MIMAT0006701
hsa-mir-937	MI0005759
cfa-miR-486	MI0008027
cfa-miR-99b	MIMAT0006607
cfa-miR-15b	MIMAT0006676
cfa-miR-32	MIMAT0006597
cfa-miR-23b	MIMAT0006612
cfa-miR-215	MIMAT0009848
cfa-miR-103	MIMAT0006687
hsa-mir-495	MI0003135
cfa-miR-133a	MIMAT0009834
cfa-miR-199	MIMAT0006642
cfa-miR-18a	MIMAT0009832
hsa-mir-204	MI0000284
cfa-miR-182	MIMAT0009841
mmu-miR-365-1-5p	MIMAT0000711
cfa-miR-122	MIMAT0006619
cfa-miR-365	MIMAT0001540
hsa-mir-10a	MI0000266
hsa-mir-511	MI0003127
cfa-miR-23a	MIMAT0006640
cfa-miR-181c	MIMAT0006635
mmu-miR-3100-3p	MIMAT0014920
mmu-miR-1964-5p	MIMAT0009437
mmu-miR-1903	MIMAT0007868
mmu-miR-669i	MIMAT0005840
mmu-miR-5100	MIMAT0020607
mmu-miR-3062-3p	MIMAT0014831
mmu-miR-1912-5p	MIMAT0017865
mmu-miR-5116	MIMAT0020624
mmu-miR-376c-5p	MIMAT0049042
mmu-miR-290a-3p	MIMAT0004572
mmu-miR-3572-3p	MIMAT0020636
mmu-miR-300-5p	MIMAT0023889
mmu-miR-1952	MIMAT0009423
mmu-miR-3961	MIMAT0019338
mmu-miR-669n	MIMAT0009427
mmu-miR-3473a	MIMAT0015645
hsa-mir-429	MI0001641
mmu-miR-218-1-3p	MIMAT0004665
rno-miR-298-5p	MIMAT0023882
rno-miR-105	MIMAT0012825
hsa-mir-6854	MI0022700
hsa-mir-519b	MI0003151
hsa-mir-551a	MI0003556
hsa-mir-3189	MI0014233
hsa-mir-887	MI0005562
hsa-mir-4999	MI0017865
hsa-mir-4437	MI0016778
mmu-miR-432	MIMAT0012771
rno-miR-411-5p	MIMAT0036490
mmu-miR-470-5p	MIMAT0004760
hsa-miR-3689e	MIMAT0019009
rno-miR-154-5p	MIMAT0048272
mmu-mir-132	MI0000158
mmu-miR-3093-5p	MIMAT0014908
mmu-miR-1193-5p	MIMAT0048028
rno-miR-187-5p	MIMAT0049188
mmu-miR-1954	MIMAT0009425
rno-miR-490-5p	MIMAT0048480
rno-miR-6328	MIMAT0025067
hsa-mir-25	MI0000082
hsa-mir-1915	MI0008336
mmu-miR-1968-3p	MIMAT0017350
mmu-miR-3057-3p	MIMAT0014823
dre-miR-375	MIMAT0001876
hsa-mir-105-2	MI0000112
hsa-mir-559	MI0003565
hsa-mir-561	MI0003567
mmu-mir-122	MI0000256
rno-miR-802-3p	MIMAT0017362
hsa-mir-6728	MI0022573
hsa-mir-548aq	MI0019130
hsa-mir-512-1	MI0003140
hsa-mir-1208	MI0006341
hsa-mir-1269b	MI0016888
hsa-mir-137	MI0000454
mmu-miR-717	MIMAT0003510
hsa-mir-548f-1	MI0006374
hsa-mir-595	MI0003607
hsa-mir-585	MI0003592
rno-miR-547-5p	MIMAT0012851
hsa-mir-519a-2	MI0003182
hsa-mir-516a-1	MI0003180
hsa-mir-4800	MI0017448
hsa-mir-577	MI0003584
hsa-mir-518d	MI0003171
hsa-mir-1178	MI0006271
hsa-mir-605	MI0003618
hsa-mir-604	MI0003617
hsa-mir-603	MI0003616
hsa-mir-596	MI0003608
hsa-mir-612	MI0003625
hsa-mir-423	MI0001445
hsa-mir-646	MI0003661
hsa-mir-647	MI0003662
hsa-mir-1269a	MI0006406
hsa-mir-618	MI0003632
mmu-miR-449c-5p	MIMAT0039054
rno-miR-196b-5p	MIMAT0044059
mmu-mir-135b	MI0000646
rno-miR-509-5p	MIMAT0039674
mmu-miR-1929-5p	MIMAT0022729
hsa-mir-7977	MI0025753
hsa-mir-193b	MI0003137
mmu-let-7j	MIMAT0025123
hsa-mir-671	MI0003760
hsa-mir-151a	MI0000809
mmu-mir-130a	MI0000156
mmu-mir-377	MI0000794
hsa-mir-377	MI0000785
mmu-mir-31	MI0000579
hsa-mir-4293	MI0015826
hsa-mir-301a	MI0000745
hsa-mir-301b	MI0005568
rno-miR-503-5p	MIMAT0048500
hsa-mir-708	MI0005543
hsa-mir-320a	MI0000542
hsa-mir-454	MI0003820
hsa-mir-129-2	MI0000473
hsa-mir-584	MI0003591
hsa-mir-5010	MI0017878
hsa-mir-188	MI0000484
hsa-mir-1301	MI0003815
hsa-mir-1251	MI0006386
hsa-mir-4772	MI0017414
hsa-mir-203b	MI0017343
hsa-mir-4433b	MI0025511
hsa-mir-1179	MI0006272
hsa-mir-129-1	MI0000252
dre-miR-130b	MIMAT0001827
mmu-mir-221	MI0000709
mmu-miR-1894-5p	MIMAT0007878
mmu-miR-299b-5p	MIMAT0040409
mmu-let-7a-2	MI0000557
mmu-miR-299b-3p	MIMAT0022837
mmu-let-7a-2-3p	MIMAT0017015
mmu-miR-760-5p	MIMAT0049595
hsa-mir-302e	MI0006417
hsa-mir-302b	MI0000772
hsa-mir-302d	MI0000774
hsa-mir-302f	MI0006418
kshv-miR-K12-8-3p	MIMAT0002186
hsa-mir-520c	MI0003158
kshv-miR-K12-3-3p	MIMAT0002194
hsa-mir-637	MI0003652
dre-miR-10d-3p	MIMAT0003394
dre-miR-145-5p	MIMAT0049668
dre-miR-223	MIMAT0001290
dre-miR-455-5p	MIMAT0049708
dre-miR-125a	MIMAT0001820
dre-miR-10a-3p	MIMAT0003391
dre-miR-146a	MIMAT0001843
dre-miR-457a	MIMAT0001883
dre-miR-2187-5p	MIMAT0032521
dre-miR-2191	MIMAT0011300
dre-miR-196c	MIMAT0011298
dre-miR-460-5p	MIMAT0044249
dre-miR-365	MIMAT0001875
dre-miR-456	MIMAT0001882
dre-miR-454b	MIMAT0001878
dre-miR-457b-5p	MIMAT0029577
dre-miR-458-3p	MIMAT0001885
dre-miR-338	MIMAT0001873
dre-miR-142a-5p	MIMAT0032362
dre-miR-460-3p	MIMAT0001888
dre-miR-142b-5p	MIMAT0001839
dre-miR-190b	MIMAT0003747
dre-miR-30c-5p	MIMAT0036585
dre-miR-92b-3p	MIMAT0001809
dre-miR-101b	MIMAT0001815
dre-miR-222b	MIMAT0011303
dre-miR-1788-3p	MIMAT0011295
dre-miR-733	MIMAT0003763
dre-miR-730	MIMAT0003760
dre-miR-26b	MIMAT0001795
dre-miR-30e-5p	MIMAT0003799
dre-miR-107b	MIMAT0011301
dre-miR-30d	MIMAT0001806
dre-miR-101a	MIMAT0001814
dre-miR-96-5p	MIMAT0046788
dre-miR-454a	MIMAT0001877
dre-miR-92a-3p	MIMAT0001808
dre-miR-125c-5p	MIMAT0043005
dre-miR-126a-3p	MIMAT0001823
dre-miR-133b-5p	MIMAT0050180
dre-miR-429a	MIMAT0001624
dre-miR-461	MIMAT0001889
dre-miR-727-5p	MIMAT0044220
dre-miR-210-5p	MIMAT0031645
dre-miR-93	MIMAT0001810
dre-miR-301c-3p	MIMAT0001872
dre-miR-100-5p	MIMAT0036554
dre-miR-99	MIMAT0001812
dre-miR-103	MIMAT0001816
dre-miR-144-3p	MIMAT0001841
dre-miR-2187-3p	MIMAT0011297
dre-miR-133c-3p	MIMAT0001832
dre-miR-17a-3p	MIMAT0003396
dre-miR-34c-5p	MIMAT0036575
dre-miR-732	MIMAT0003762
dre-miR-729	MIMAT0003758
dre-miR-723-3p	MIMAT0003751
dre-miR-10c-5p	MIMAT0031576
dre-miR-20b-5p	MIMAT0044341
dre-miR-455-2-5p	MIMAT0031993
dre-miR-107a-3p	MIMAT0001817
dre-miR-451	MIMAT0001634
dre-miR-124-3p	MIMAT0001819
dre-miR-137-3p	MIMAT0001834
dre-miR-125b-5p	MIMAT0044093
dre-miR-19b-3p	MIMAT0001783
dre-miR-182-3p	MIMAT0001272
dre-miR-2186	MIMAT0011308
dre-miR-20a-3p	MIMAT0003400
dre-miR-499-5p	MIMAT0048490
dre-miR-726	MIMAT0003754
dre-miR-219-5p	MIMAT0001286
dre-let-7a	MIMAT0001759
dre-miR-363-3p	MIMAT0001874
dre-miR-301a	MIMAT0001870
dre-miR-140-5p	MIMAT0036560
dre-miR-143	MIMAT0001840
dre-miR-133b-3p	MIMAT0001831
dre-miR-27c-5p	MIMAT0044333
dre-miR-19a-5p	MIMAT0038051
dre-miR-19b-5p	MIMAT0049645
dre-miR-222a-3p	MIMAT0001289
dre-miR-728	MIMAT0003757
dre-miR-133a-5p	MIMAT0048222
dre-miR-727-3p	MIMAT0003756
dre-miR-138-5p	MIMAT0044223
dre-miR-217	MIMAT0001285
dre-miR-2189	MIMAT0011311
dre-miR-30e-3p	MIMAT0003402
dre-miR-19c-3p	MIMAT0001784
dre-miR-181a-5p	MIMAT0044090
dre-miR-206-3p	MIMAT0001866
dre-miR-196b	MIMAT0001860
dre-miR-17a-5p	MIMAT0042703
dre-miR-2188-5p	MIMAT0044014
dre-miR-216a	MIMAT0001284
dre-miR-722	MIMAT0003748
dre-miR-9-5p	MIMAT0046780
dre-miR-16c-5p	MIMAT0046481
dre-miR-16a	MIMAT0001774
dre-miR-135b-5p	MIMAT0036518
dre-miR-214	MIMAT0001283
dre-miR-135c	MIMAT0001833
dre-miR-141-3p	MIMAT0001837
dre-miR-18b-3p	MIMAT0003397
dre-miR-2196	MIMAT0011304
dre-miR-18a	MIMAT0001779
dre-miR-10a-5p	MIMAT0044088
dre-miR-2193	MIMAT0011314
dre-miR-155	MIMAT0001851
dre-let-7g	MIMAT0001765
dre-miR-1788-5p	MIMAT0044125
dre-miR-489	MIMAT0002940
dre-miR-19d-3p	MIMAT0001785
dre-miR-126b-5p	MIMAT0041148
dre-miR-218a	MIMAT0001868
dre-miR-430b-3p	MIMAT0001424
dre-miR-18c	MIMAT0001781
dre-miR-183-5p	MIMAT0036573
dre-miR-126b-3p	MIMAT0011306
dre-miR-202-3p	MIMAT0001864
dre-miR-203b-3p	MIMAT0001865
dre-miR-132-5p	MIMAT0016425
dre-miR-459-5p	MIMAT0038651
dre-miR-210-3p	MIMAT0001281
dre-let-7c-5p	MIMAT0038798
dre-miR-462	MIMAT0001855
dre-miR-15a-5p	MIMAT0001772
dre-miR-140-3p	MIMAT0003159
dre-miR-736	MIMAT0003767
dre-miR-203a-3p	MIMAT0001278
dre-miR-16b	MIMAT0001775
dre-miR-301b-3p	MIMAT0001871
dre-miR-34a	MIMAT0001269
dre-miR-216b	MIMAT0001867
dre-miR-22b-3p	MIMAT0001789
dre-miR-1388-3p	MIMAT0011293
dre-miR-740	MIMAT0003771
dre-let-7f	MIMAT0001764
dre-miR-2188-3p	MIMAT0011310
dre-miR-29a	MIMAT0001802
dre-miR-187	MIMAT0001274
dre-miR-430c-3p	MIMAT0001425
dre-miR-15a-3p	MIMAT0003395
dre-let-7b	MIMAT0001760
dre-miR-10b-5p	MIMAT0044188
dre-miR-2197	MIMAT0011317
dre-miR-430a-3p	MIMAT0001423
dre-let-7d-5p	MIMAT0044195
dre-miR-181c-5p	MIMAT0036526
dre-miR-15b-5p	MIMAT0044158
dre-miR-199-5p	MIMAT0049695
dre-miR-196a-5p	MIMAT0001276
dre-miR-152	MIMAT0001847
dre-miR-204-5p	MIMAT0044029
dre-miR-27c-3p	MIMAT0001798
dre-miR-181a-3p	MIMAT0001282
dre-miR-737-3p	MIMAT0003768
dre-miR-738	MIMAT0003769
dre-miR-723-5p	MIMAT0044007
dre-miR-19a-3p	MIMAT0001782
dre-miR-202-5p	MIMAT0039003
dre-let-7e	MIMAT0001763
dre-miR-459-3p	MIMAT0003408
dre-miR-27d	MIMAT0001799
dre-miR-26a-5p	MIMAT0001794
dre-miR-9-3p	MIMAT0003156
dre-miR-23b	MIMAT0001791
dre-miR-192	MIMAT0001275
dre-miR-2198	MIMAT0011305
dre-miR-200c-3p	MIMAT0001863
dre-miR-2192	MIMAT0011312
dre-miR-15c	MIMAT0003764
dre-miR-10d-5p	MIMAT0044308
dre-miR-22a-3p	MIMAT0001788
dre-miR-184	MIMAT0001853
dre-miR-190a	MIMAT0001854
dre-miR-135a	MIMAT0003348
dre-miR-725-3p	MIMAT0003753
dre-miR-129-5p	MIMAT0036506
dre-miR-34b	MIMAT0003346
dre-miR-2195	MIMAT0011316
dre-miR-205-5p	MIMAT0048326
dre-miR-200b-3p	MIMAT0001862
dre-miR-30a-5p	MIMAT0036562
dre-miR-181b-5p	MIMAT0001270
dre-miR-196d	MIMAT0011313
dre-miR-221-3p	MIMAT0001288
dre-let-7i	MIMAT0001767
dre-miR-27b-3p	MIMAT0001797
dre-miR-132-3p	MIMAT0001829
dre-miR-2185-5p	MIMAT0011290
dre-miR-7b	MIMAT0001265
dre-miR-29b	MIMAT0001801
dre-miR-199-3p	MIMAT0003155
dre-miR-3906	MIMAT0018177
dre-miR-148	MIMAT0001845
dre-let-7j	MIMAT0003015
dre-miR-130a	MIMAT0001826
dre-miR-126a-5p	MIMAT0029400
dre-miR-23a-3p	MIMAT0001790
dre-miR-142a-3p	MIMAT0003160
dre-miR-193a-3p	MIMAT0001856
dre-miR-153b-3p	MIMAT0001848
dre-miR-27a-3p	MIMAT0001796
dre-miR-20a-5p	MIMAT0036569
dre-miR-129-3p	MIMAT0003158
dre-miR-150	MIMAT0001846
dre-miR-194a	MIMAT0001858
dre-miR-24	MIMAT0001792
dre-miR-193b-3p	MIMAT0001857
dre-miR-200a-3p	MIMAT0001861
dre-miR-218b	MIMAT0001869
dre-let-7h	MIMAT0001766
dre-miR-212	MIMAT0003049
dre-miR-27e	MIMAT0001800
dre-miR-146b	MIMAT0001844
dre-miR-18b-5p	MIMAT0044342
dre-miR-31	MIMAT0003347
dre-miR-724	MIMAT0003752
dre-miR-153a-3p	MIMAT0001849
dre-miR-2185-3p	MIMAT0011290
dre-miR-1	MIMAT0001768
dre-miR-153c-3p	MIMAT0001850
dre-miR-734	MIMAT0003765
dre-miR-130c-3p	MIMAT0001828
dre-miR-2194	MIMAT0011315
dre-miR-735-3p	MIMAT0003766
dre-miR-194b	MIMAT0001859
dre-miR-25-3p	MIMAT0001793
dre-miR-1388-5p	MIMAT0050133
dre-miR-203b-5p	MIMAT0049832
dre-miR-429b	MIMAT0011291
dre-miR-128-3p	MIMAT0001824
dre-miR-2184	MIMAT0011288
bta-mir-2346	MI0011374
bta-mir-874	MI0009900
rno-miR-702-5p	MIMAT0024000
hsa-mir-4746	MI0017385
hsa-mir-1271	MI0003814
mmu-mir-19a	MI0000688
mmu-mir-17	MI0000687
mmu-miR-592-5p	MIMAT0036478
mmu-miR-669f-5p	MIMAT0005839
mmu-miR-6400	MIMAT0025152
mmu-miR-301b-5p	MIMAT0048367
mmu-miR-145b	MIMAT0025105
mmu-miR-3099-5p	MIMAT0025048
mmu-miR-1934-5p	MIMAT0017341
mmu-miR-19a-5p	MIMAT0038051
mmu-miR-669l-3p	MIMAT0017345
mmu-miR-504-5p	MIMAT0048502
mmu-miR-1188-5p	MIMAT0017855
mmu-miR-28c	MIMAT0019339
mmu-miR-6366	MIMAT0025110
mmu-miR-669m-5p	MIMAT0009419
mmu-miR-6402	MIMAT0025154
hsa-mir-519d	MI0003162
hsa-mir-513b	MI0006648
hsa-mir-330	MI0000803
hsa-mir-489	MI0003124
hsa-mir-508	MI0003195
cel-miR-355-5p	MIMAT0029771
cel-miR-1018	MIMAT0005031
cel-miR-800-3p	MIMAT0004235
mmu-miR-3098-5p	MIMAT0014918
mmu-miR-1955-5p	MIMAT0017348
rno-mir-324	MI0000594
mmu-miR-1982-3p	MIMAT0009460
rno-mir-292	MI0000966
rno-miR-3557-3p	MIMAT0017820
mmu-miR-3077-3p	MIMAT0014863
rno-mir-290	MI0000964
rno-mir-30a	MI0000870
rno-miR-463-3p	MIMAT0005317
rno-miR-652-5p	MIMAT0048542
rno-miR-667-3p	MIMAT0012852
rno-miR-3580-5p	MIMAT0017869
rno-miR-3593-3p	MIMAT0017897
rno-miR-92b-5p	MIMAT0049451
rno-miR-206-5p	MIMAT0048328
rno-miR-551b-5p	MIMAT0048530
rno-miR-3560	MIMAT0017829
rno-miR-331-5p	MIMAT0049449
rno-miR-883-5p	MIMAT0005290
rno-miR-433-5p	MIMAT0048450
rno-miR-675-5p	MIMAT0048003
rno-miR-668	MIMAT0012839
rno-miR-653-3p	MIMAT0017361
rno-miR-344a-5p	MIMAT0004654
rno-miR-3558-3p	MIMAT0017826
rno-miR-3596d	MIMAT0017823
rno-miR-27b-5p	MIMAT0022544
rno-miR-130b-5p	MIMAT0049550
rno-miR-200c-5p	MIMAT0048322
rno-miR-702-3p	MIMAT0017885
rno-miR-1224	MIMAT0012827
rno-miR-743b-3p	MIMAT0005280
rno-miR-376c-3p	MIMAT0003194
rno-miR-3549	MIMAT0017807
rno-miR-32-5p	MIMAT0036485
rno-let-7i-3p	MIMAT0004707
rno-miR-3556a	MIMAT0017821
rno-miR-201-5p	MIMAT0017364
mmu-miR-3073b-5p	MIMAT0022376
mmu-miR-3073a-5p	MIMAT0014855
mmu-miR-873b	MIMAT0025177
mmu-miR-1231-5p	MIMAT0022358
mmu-miR-6396	MIMAT0025147
rno-miR-188-5p	MIMAT0049157
mmu-mir-200b	MI0000243
rno-miR-664-2-5p	MIMAT0003382
rno-miR-349	MIMAT0000599
rno-miR-761	MIMAT0012853
rno-miR-338-5p	MIMAT0048673
rno-miR-3590-3p	MIMAT0017890
mmu-mir-182	MI0000224
rno-miR-3590-5p	MIMAT0017890
rno-miR-449a-5p	MIMAT0039051
mmu-mir-429	MI0001642
rno-miR-195-5p	MIMAT0036549
rno-miR-410-5p	MIMAT0049673
gga-miR-6615-5p	MIMAT0025711
mmu-miR-1932	MIMAT0009395
hsa-mir-3908	MI0016412
hsa-mir-3658	MI0016058
mmu-let-7f-2	MI0000563
mmu-miR-26a-1-3p	MIMAT0017020
hsa-mir-1246	MI0006381
hsa-mir-3923	MI0016430
rno-miR-3588	MIMAT0017887
rno-miR-344g	MIMAT0025052
rno-miR-3085	MIMAT0017805
rno-miR-361-5p	MIMAT0036517
rno-let-7d-3p	MIMAT0000563
rno-miR-3564	MIMAT0017837
rno-miR-3562	MIMAT0017832
