Name	Accession
hsa-miR-1236-5p	MIMAT0016166
mmu-miR-1198-5p	MIMAT0017332
hsa-miR-628-3p	MIMAT0003297
hsa-miR-515-5p	MIMAT0015944
mmu-miR-874-3p	MIMAT0004853
hsa-miR-4418	MIMAT0018930
mmu-miR-3110-3p	MIMAT0014952
hsa-miR-1471	MIMAT0007349
hsa-miR-3074-3p	MIMAT0015027
hsa-miR-4279	MIMAT0016909
hsa-miR-590-5p	MIMAT0049174
mmu-miR-544-3p	MIMAT0004941
mmu-miR-466b-5p	MIMAT0039618
hsa-miR-346	MIMAT0000773
mmu-miR-3102-3p.2-3p	MI0014099
mmu-miR-872-3p	MIMAT0004935
hsa-miR-595	MIMAT0003263
mmu-miR-25-3p	MIMAT0000652
mmu-miR-688	MIMAT0003467
hsa-miR-624-5p	MIMAT0024302
hsa-miR-4270	MIMAT0016900
mmu-miR-433-3p	MIMAT0001420
mmu-miR-883a-3p	MIMAT0004849
mmu-miR-301a-3p	MIMAT0000379
mmu-miR-184-5p	MIMAT0049718
mmu-miR-344b-3p	MIMAT0014926
mmu-miR-127-3p	MIMAT0000139
hsa-miR-371b-5p	MIMAT0039572
mmu-miR-98-3p	MIMAT0017023
hsa-miR-216a-3p	MIMAT0022844
mmu-miR-99a-5p	MIMAT0036563
hsa-miR-4524b-3p	MIMAT0022256
mmu-miR-410-3p	MIMAT0001091
hsa-miR-3679-5p	MIMAT0018105
mmu-miR-137-3p	MIMAT0000149
mmu-miR-3081-3p	MIMAT0014871
mmu-miR-132-5p	MIMAT0016425
mmu-miR-2136	MIMAT0011212
mmu-miR-3475-3p	MIMAT0015219
hsa-miR-1266-5p	MIMAT0024268
mmu-miR-106a-3p	MIMAT0017009
hsa-miR-6073	MIMAT0023698
hsa-miR-224-5p	MIMAT0049681
mmu-miR-125a-3p	MIMAT0004528
mmu-miR-665-5p	MIMAT0049051
mmu-miR-151-5p	MIMAT0013004
mmu-miR-190a-5p	MIMAT0037804
mmu-miR-743b-3p	MIMAT0004840
mmu-miR-107-3p	MIMAT0000647
mmu-miR-30b-3p	MIMAT0004524
hsa-miR-548c-5p	MIMAT0039603
hsa-miR-3940-5p	MIMAT0039605
mmu-miR-3081-5p	MIMAT0014871
hsa-miR-4740-5p	MIMAT0019870
mmu-miR-344-3p	MIMAT0000593
mmu-miR-1899	MIMAT0007869
hsa-miR-942-3p	MIMAT0026734
hsa-miR-3668	MIMAT0018091
mmu-miR-3059-3p	MIMAT0014812
hsa-miR-4257	MIMAT0016878
hsa-miR-4497	MIMAT0019032
mmu-miR-335-3p	MIMAT0004704
mmu-miR-764-5p	MIMAT0013244
mmu-miR-148b-5p	MIMAT0050027
mmu-miR-411-3p	MIMAT0001093
mmu-miR-320-5p	MIMAT0040074
hsa-miR-4716-3p	MIMAT0019827
hsa-miR-583	MIMAT0003248
mmu-miR-376a-3p	MIMAT0000740
mmu-miR-296-3p	MIMAT0004576
mmu-miR-3082-3p	MIMAT0014873
mmu-miR-136-3p	MIMAT0004532
mmu-miR-1953	MIMAT0009424
mmu-miR-1843b-3p	MIMAT0019346
hsa-miR-4671-5p	MIMAT0019753
hsa-miR-556-3p	MIMAT0004793
hsa-miR-4482-5p	MIMAT0020958
mmu-miR-679-5p	MIMAT0025072
hsa-miR-636	MIMAT0003306
mmu-miR-3968	MIMAT0019352
mmu-miR-323-3p	MIMAT0000551
hsa-miR-3688-3p	MIMAT0018116
hsa-miR-1250-3p	MIMAT0026740
hsa-miR-6509-5p	MIMAT0025475
mmu-miR-130a-3p	MIMAT0000141
mmu-miR-344-5p	MIMAT0023924
mmu-miR-344c-3p	MIMAT0014928
hsa-miR-2110	MIMAT0010133
hsa-miR-4783-3p	MIMAT0019947
mmu-miR-320-3p	MIMAT0000666
mmu-miR-29b-3p	MIMAT0000127
mmu-miR-3970	MIMAT0019355
hsa-miR-3960	MIMAT0019337
mmu-miR-346-5p	MIMAT0048390
hsa-miR-518a-5p	MIMAT0039541
hsa-miR-4695-5p	MIMAT0019789
mmu-miR-15b-3p	MIMAT0004521
mmu-miR-136-5p	MIMAT0036531
hsa-miR-4648	MIMAT0019710
hsa-miR-4654	MIMAT0019720
hsa-miR-4492	MIMAT0019027
hsa-miR-331-5p	MIMAT0049449
mmu-miR-880-5p	MIMAT0005288
mmu-miR-1927	MIMAT0009390
mmu-miR-140-5p	MIMAT0036560
mmu-miR-710	MIMAT0003500
mmu-miR-342-3p	MIMAT0000590
mmu-miR-1894-3p	MIMAT0007878
hsa-miR-542-5p	MIMAT0013594
hsa-miR-18a-5p	MIMAT0044321
hsa-miR-3120-3p	MIMAT0014982
mmu-miR-331-5p	MIMAT0049449
mmu-miR-488-3p	MIMAT0003450
mmu-miR-337-3p	MIMAT0000578
mmu-miR-106b-5p	MIMAT0037722
mmu-miR-455-3p	MIMAT0003742
mmu-miR-27a-5p	MIMAT0049711
hsa-miR-933	MIMAT0004976
hsa-miR-190a-5p	MIMAT0037804
mmu-miR-21a-5p	MIMAT0032535
mmu-miR-30c-5p	MIMAT0036585
mmu-miR-145a-5p	MIMAT0004534
mmu-miR-744-5p	MIMAT0048564
mmu-miR-325-3p	MIMAT0004640
mmu-miR-503-3p	MIMAT0004790
mmu-miR-3474	MIMAT0015646
mmu-miR-547-3p	MIMAT0003173
mmu-miR-3962	MIMAT0019340
hsa-miR-365a-3p	MIMAT0000710
hsa-miR-5191	MIMAT0021122
hsa-miR-651-3p	MIMAT0026624
mmu-miR-495-3p	MIMAT0003456
mmu-miR-92a-2-5p	MIMAT0000539
mmu-miR-718	MIMAT0003514
hsa-miR-365a-5p	MIMAT0036915
mmu-miR-212-5p	MIMAT0037838
mmu-miR-329-3p	MIMAT0000567
hsa-miR-3650	MIMAT0018070
mmu-miR-342-5p	MIMAT0049680
mmu-miR-883b-3p	MIMAT0004851
hsa-miR-3199	MIMAT0015084
hsa-miR-1290	MIMAT0005880
mmu-miR-3082-5p	MIMAT0014873
hsa-miR-27b-5p	MIMAT0022544
hsa-let-7d-3p	MIMAT0004484
mmu-miR-3963	MIMAT0019341
mmu-miR-107-5p	MIMAT0049612
hsa-miR-550a-3-5p	MIMAT0003257
mmu-miR-449c-3p	MIMAT0022715
mmu-miR-1306-3p	MIMAT0009411
mmu-miR-10b-3p	MIMAT0004538
hsa-miR-1910-3p	MIMAT0026917
mmu-miR-365-3p	MIMAT0000711
rno-miR-338-3p	MIMAT0000581
hsa-miR-6748-3p	MIMAT0027397
hsa-miR-200a-5p	MIMAT0031607
mmu-miR-188-5p	MIMAT0049157
hsa-miR-4642	MIMAT0019702
hsa-miR-545-5p	MIMAT0048528
mmu-miR-192-5p	MIMAT0044277
hsa-miR-10a-5p	MIMAT0044088
mmu-miR-872-5p	MIMAT0049628
rno-miR-133a-3p	MIMAT0000839
hsa-miR-4707-5p	MIMAT0019808
hsa-miR-342-5p	MIMAT0049680
hsa-miR-3613-5p	MIMAT0048612
mmu-miR-346-3p	MIMAT0017039
mmu-miR-465a-3p	MIMAT0004217
mmu-miR-374c-3p	MIMAT0014954
mmu-miR-34a-5p	MIMAT0036510
mmu-miR-693-3p	MIMAT0004189
mmu-miR-25-5p	MIMAT0049701
hsa-miR-519a-3p	MIMAT0002869
mmu-miR-153-3p	MIMAT0000163
mmu-miR-804	MIMAT0004210
mmu-miR-378b	MIMAT0019348
mmu-miR-877-5p	MIMAT0049546
mmu-miR-1843b-5p	MIMAT0035731
mmu-miR-764-3p	MIMAT0003895
hsa-miR-3173-5p	MIMAT0024395
hsa-miR-1260a	MIMAT0005911
hsa-miR-642a-3p	MIMAT0020924
hsa-miR-509-3p	MIMAT0002881
hsa-miR-2276-3p	MIMAT0011775
hsa-miR-652-5p	MIMAT0048542
hsa-miR-378d	MIMAT0018926
hsa-miR-520d-5p	MIMAT0015972
hsa-mir-200a	MI0000737
rno-miR-6321	MIMAT0025059
hsa-mir-200c	MI0000650
hsa-mir-200b	MI0000342
hsa-miR-659-3p	MIMAT0003337
hsa-miR-4294	MIMAT0016849
hsa-miR-3119	MIMAT0014981
rno-miR-92a-2-5p	MIMAT0000816
hsa-miR-1229-5p	MIMAT0005584
hsa-miR-1972	MIMAT0009447
hsa-miR-4706	MIMAT0019806
rno-miR-324-3p	MIMAT0000554
hsa-miR-6722-3p	MIMAT0025854
mmu-let-7i-3p	MIMAT0004520
hsa-miR-30c-1-3p	MIMAT0004674
hsa-miR-30a-5p	MIMAT0036562
hsa-miR-489-3p	MIMAT0002805
hsa-miR-1260b	MIMAT0015041
hsa-miR-1183	MIMAT0005828
hsa-miR-765	MIMAT0003945
hsa-miR-1185-1-3p	MIMAT0022838
hsa-miR-374a-3p	MIMAT0004688
hsa-miR-4326	MIMAT0016888
hsa-miR-374b-3p	MIMAT0004956
hsa-miR-219a-5p	MIMAT0048351
hsa-miR-1271-5p	MIMAT0048642
mmu-miR-449a-5p	MIMAT0039051
hsa-miR-1284	MIMAT0005941
hsa-let-7f-1-3p	MIMAT0004486
hsa-miR-653-5p	MIMAT0048544
hsa-miR-3138	MIMAT0015006
hsa-miR-1296-3p	MIMAT0026637
hsa-miR-3934-3p	MIMAT0022975
hsa-miR-1307-3p	MIMAT0005951
hsa-mir-15a	MI0000069
hsa-mir-152	MI0000462
hsa-miR-3162-3p	MIMAT0019213
rno-miR-139-3p	MIMAT0004735
mmu-miR-224-3p	MIMAT0017062
hsa-miR-25-5p	MIMAT0049701
hsa-miR-875-5p	MIMAT0039073
hsa-let-7f-2	MI0000068
hsa-miR-449c-5p	MIMAT0039054
hsa-let-7f-1	MI0000067
hsa-miR-449c-3p	MIMAT0013771
mmu-miR-15b-5p	MIMAT0044158
mmu-miR-141-3p	MIMAT0000153
mmu-miR-155-5p	MIMAT0044060
hsa-miR-508-3p	MIMAT0002880
mmu-miR-378a-3p	MIMAT0003151
mmu-miR-135a-5p	MIMAT0044328
hsa-mir-148b	MI0000811
mmu-miR-16-1-3p	MIMAT0004625
mmu-miR-675-3p	MIMAT0003726
hsa-miR-128-1-5p	MIMAT0000424
hsa-miR-626	MIMAT0003295
hsa-miR-3915	MIMAT0018189
hsa-miR-4261	MIMAT0016890
hsa-miR-518c-3p	MIMAT0002848
hsa-miR-3921	MIMAT0018196
hsa-miR-548k	MIMAT0005882
hsa-miR-3189-3p	MIMAT0015071
hsa-miR-2909	MIMAT0013863
hsa-miR-585-3p	MIMAT0003250
hsa-miR-3675-5p	MIMAT0018099
hsa-miR-3142	MIMAT0015011
hsa-miR-609	MIMAT0003277
hsa-miR-548i	MIMAT0005935
hsa-miR-4325	MIMAT0016887
hsa-miR-518d-3p	MIMAT0002864
hsa-miR-3923	MIMAT0018198
hsa-miR-937-3p	MIMAT0004980
hsa-miR-3622a-3p	MIMAT0018004
hsa-miR-3616-5p	MIMAT0017996
hsa-miR-138-2-3p	MIMAT0004596
hsa-miR-4266	MIMAT0016892
hsa-miR-518d-5p	MIMAT0036430
hsa-miR-3616-3p	MIMAT0017996
hsa-miR-1179	MIMAT0005824
hsa-miR-936	MIMAT0004979
hsa-miR-4306	MIMAT0016858
hsa-miR-520d-3p	MIMAT0002856
hsa-miR-764	MIMAT0010367
hsa-miR-4267	MIMAT0016893
hsa-miR-3925-3p	MIMAT0019228
hsa-miR-610	MIMAT0003278
hsa-miR-596	MIMAT0003264
hsa-miR-876-5p	MIMAT0040338
hsa-miR-2052	MIMAT0009977
hsa-miR-548b-5p	MIMAT0039549
mmu-miR-491-5p	MIMAT0036566
hsa-miR-488-3p	MIMAT0004763
mmu-miR-24-3p	MIMAT0000219
hsa-miR-599	MIMAT0003267
hsa-miR-630	MIMAT0003299
hsa-let-7f-2-3p	MIMAT0004487
hsa-miR-217-5p	MIMAT0036835
hsa-miR-640	MIMAT0003310
mmu-miR-199a-5p	MIMAT0029450
rno-miR-370-3p	MIMAT0003122
hsa-miR-548p	MIMAT0005934
hsa-miR-527	MIMAT0002862
hsa-miR-876-3p	MIMAT0004925
mmu-let-7c-1-3p	MIMAT0004622
hsa-miR-1908-3p	MIMAT0026916
mmu-miR-205-5p	MIMAT0048326
hsa-miR-23a-5p	MIMAT0049712
mmu-miR-135b-3p	MIMAT0017044
hsa-miR-3157-5p	MIMAT0019210
mmu-miR-466h-5p	MIMAT0017274
hsa-miR-4732-3p	MIMAT0019856
hsa-miR-6089	MIMAT0023714
hsa-miR-1226-3p	MIMAT0005577
hsa-miR-214-5p	MIMAT0049694
hsa-miR-4463	MIMAT0018987
hsa-miR-1264	MIMAT0005791
hsa-miR-367-5p	MIMAT0047839
hsa-miR-221-5p	MIMAT0032539
hsa-miR-4731-5p	MIMAT0019854
mmu-miR-363-3p	MIMAT0000708
hsa-miR-222-5p	MIMAT0049657
hsa-miR-548h-3p	MIMAT0022723
mmu-miR-16-5p	MIMAT0049609
hsa-mir-216a	MI0000292
hsa-miR-892a	MIMAT0004907
hsa-miR-519b-3p	MIMAT0002837
hsa-miR-1266-3p	MIMAT0026742
hsa-miR-1202	MIMAT0005865
hsa-let-7b-3p	MIMAT0004482
hsa-miR-613	MIMAT0003281
hsa-miR-1294	MIMAT0005884
hsa-miR-3126-5p	MIMAT0024261
hsa-miR-3171	MIMAT0015046
hsa-miR-19b-2-5p	MIMAT0000074
hsa-miR-4666a-3p	MIMAT0019742
hsa-miR-518a-3p	MIMAT0002863
hsa-miR-518f-3p	MIMAT0002842
rno-let-7d	MI0000601
hsa-miR-4449	MIMAT0018968
hsa-miR-6129	MIMAT0024613
hsa-miR-6732-5p	MIMAT0027366
hsa-miR-4539	MIMAT0019082
hsa-miR-4684-3p	MIMAT0019770
hsa-miR-129-1-3p	MIMAT0004548
hsa-miR-663a	MIMAT0003326
rno-miR-181c-3p	MIMAT0017137
hsa-mir-146b	MI0003129
hsa-miR-129-2-3p	MIMAT0004605
rno-miR-30d-3p	MIMAT0004722
mmu-miR-22-5p	MIMAT0049697
mmu-miR-1934-3p	MIMAT0017341
rno-miR-34b-3p	MIMAT0017105
hsa-miR-371a-3p	MIMAT0000723
rno-miR-100-3p	MIMAT0017112
rno-miR-141-3p	MIMAT0000846
rno-miR-449a-3p	MIMAT0017181
rno-let-7a-5p	MIMAT0044081
hsa-miR-373-5p	MIMAT0039539
hsa-miR-202-5p	MIMAT0039003
hsa-miR-605-5p	MIMAT0016047
hsa-miR-519c-5p	MIMAT0039666
hsa-miR-105-5p	MIMAT0046954
hsa-miR-632	MIMAT0003302
hsa-miR-193b-5p	MIMAT0049662
hsa-miR-649	MIMAT0003319
hsa-miR-616-5p	MIMAT0039563
hsa-miR-558	MIMAT0003222
hsa-miR-548b-3p	MIMAT0003254
hsa-miR-573	MIMAT0003238
hsa-miR-603	MIMAT0003271
hsa-miR-519c-3p	MIMAT0002832
hsa-miR-516a-5p	MIMAT0036453
hsa-miR-562	MIMAT0003226
hsa-miR-148a-5p	MIMAT0049656
hsa-miR-519e-5p	MIMAT0036408
hsa-miR-522-3p	MIMAT0002868
hsa-miR-561-3p	MIMAT0003225
hsa-miR-627-5p	MIMAT0008286
hsa-miR-5695	MIMAT0022488
hsa-miR-523-3p	MIMAT0002840
hsa-miR-1269b	MIMAT0019059
hsa-miR-526b-5p	MIMAT0015985
hsa-miR-378i	MIMAT0019074
hsa-miR-2113	MIMAT0009206
hsa-miR-520h	MIMAT0002867
hsa-miR-378b	MIMAT0014999
hsa-miR-378h	MIMAT0018984
hsa-miR-378e	MIMAT0018927
hsa-miR-550b-2-5p	MIMAT0018445
hsa-miR-548y	MIMAT0018354
hsa-miR-708-5p	MIMAT0036587
hsa-miR-4689	MIMAT0019778
hsa-miR-6132	MIMAT0024616
hsa-miR-1193	MIMAT0015049
hsa-miR-3192-5p	MIMAT0024042
hsa-miR-3158-5p	MIMAT0015032
hsa-miR-564	MIMAT0003228
hsa-miR-4697-5p	MIMAT0019792
hsa-miR-3937	MIMAT0018352
hsa-miR-3122	MIMAT0014984
hsa-miR-5585-3p	MIMAT0022286
hsa-miR-3135b	MIMAT0018985
hsa-miR-4723-5p	MIMAT0019839
hsa-miR-4783-5p	MIMAT0019947
hsa-miR-3622b-5p	MIMAT0018006
hsa-miR-4721	MIMAT0019835
hsa-miR-4317	MIMAT0016872
hsa-miR-6515-3p	MIMAT0025487
hsa-miR-4743-5p	MIMAT0024366
hsa-miR-3144-5p	MIMAT0015015
hsa-miR-6742-5p	MIMAT0027386
hsa-miR-4520-5p	MIMAT0020300
hsa-miR-4665-5p	MIMAT0019740
hsa-miR-4295	MIMAT0016844
hsa-miR-4788	MIMAT0019958
hsa-miR-4638-5p	MIMAT0019696
hsa-miR-4462	MIMAT0018986
hsa-miR-4538	MIMAT0019081
hsa-miR-3679-3p	MIMAT0018105
hsa-miR-3652	MIMAT0018072
hsa-miR-4436a	MIMAT0018952
hsa-miR-6086	MIMAT0023711
hsa-miR-5008-5p	MIMAT0021040
hsa-miR-6729-5p	MIMAT0027360
hsa-miR-6515-5p	MIMAT0025487
hsa-miR-6734-5p	MIMAT0027370
hsa-miR-3907	MIMAT0018179
hsa-miR-887-5p	MIMAT0049588
hsa-miR-197-5p	MIMAT0049596
hsa-miR-3150a-3p	MIMAT0015023
hsa-miR-4747-5p	MIMAT0019883
hsa-miR-668-5p	MIMAT0040936
hsa-miR-4747-3p	MIMAT0019883
hsa-miR-1233-5p	MIMAT0005588
hsa-miR-4746-3p	MIMAT0019881
hsa-miR-3188	MIMAT0015070
hsa-miR-4534	MIMAT0019073
hsa-miR-5008-3p	MIMAT0021040
hsa-miR-6075	MIMAT0023700
hsa-miR-5190	MIMAT0021121
hsa-miR-4651	MIMAT0019715
hsa-miR-3620-5p	MIMAT0029879
hsa-miR-3064-5p	MIMAT0040405
hsa-miR-2277-5p	MIMAT0011777
hsa-miR-5704	MIMAT0022498
hsa-miR-6752-5p	MIMAT0027405
hsa-miR-92b-5p	MIMAT0049451
hsa-miR-4664-5p	MIMAT0019738
hsa-miR-3682-3p	MIMAT0018110
hsa-miR-5189-5p	MIMAT0027088
hsa-miR-4467	MIMAT0018994
hsa-miR-6731-5p	MIMAT0027364
hsa-miR-935	MIMAT0004978
hsa-miR-3192-3p	MIMAT0027027
hsa-miR-3714	MIMAT0018165
hsa-miR-4535	MIMAT0019075
hsa-miR-6735-3p	MIMAT0027372
hsa-miR-1292-5p	MIMAT0016214
hsa-miR-4728-5p	MIMAT0019850
hsa-miR-1296-5p	MIMAT0049613
hsa-miR-4635	MIMAT0019692
hsa-miR-4271	MIMAT0016901
hsa-miR-187-5p	MIMAT0049188
hsa-miR-3187-3p	MIMAT0015069
hsa-miR-4669	MIMAT0019749
hsa-miR-518f-5p	MIMAT0036417
hsa-miR-6726-5p	MIMAT0027354
hsa-miR-550a-5p	MIMAT0003257
hsa-miR-4484	MIMAT0019018
hsa-miR-4665-3p	MIMAT0019740
hsa-miR-3664-5p	MIMAT0024063
hsa-miR-642b-3p	MIMAT0018444
hsa-miR-548ab	MIMAT0018928
hsa-miR-4476	MIMAT0019003
hsa-miR-1343-5p	MIMAT0048600
hsa-miR-3911	MIMAT0018185
hsa-miR-4708-5p	MIMAT0019810
hsa-miR-6750-5p	MIMAT0027401
hsa-miR-4727-3p	MIMAT0019848
hsa-miR-363-5p	MIMAT0048398
hsa-miR-3191-3p	MIMAT0015075
hsa-miR-3131	MIMAT0014996
hsa-miR-6090	MIMAT0023715
hsa-miR-6742-3p	MIMAT0027386
hsa-miR-4710	MIMAT0019815
hsa-miR-302c-5p	MIMAT0047796
hsa-miR-4674	MIMAT0019756
hsa-miR-4687-3p	MIMAT0019775
hsa-miR-4762-5p	MIMAT0039609
hsa-miR-5006-5p	MIMAT0021034
hsa-miR-6724-5p	MIMAT0025856
hsa-miR-6747-5p	MIMAT0027395
hsa-miR-298	MIMAT0004901
hsa-miR-1587	MIMAT0019077
hsa-miR-6125	MIMAT0024598
hsa-miR-1231	MIMAT0005586
hsa-miR-4713-3p	MIMAT0019821
hsa-miR-5587-5p	MIMAT0022290
hsa-miR-6736-5p	MIMAT0027374
hsa-miR-3153	MIMAT0015026
hsa-miR-4260	MIMAT0016881
hsa-miR-2682-3p	MIMAT0013518
hsa-miR-920	MIMAT0004970
hsa-miR-6753-3p	MIMAT0027407
hsa-miR-4738-3p	MIMAT0019867
hsa-miR-4698	MIMAT0019793
hsa-miR-4800-5p	MIMAT0019979
hsa-miR-1203	MIMAT0005866
hsa-miR-6716-5p	MIMAT0025845
hsa-miR-3176	MIMAT0015053
hsa-miR-3622a-5p	MIMAT0018004
hsa-miR-6737-5p	MIMAT0027376
hsa-miR-4758-5p	MIMAT0019904
hsa-miR-1238-5p	MIMAT0016168
hsa-miR-371a-5p	MIMAT0039330
hsa-miR-4487	MIMAT0019021
hsa-miR-3178	MIMAT0015055
hsa-miR-6751-5p	MIMAT0027403
hsa-miR-658	MIMAT0003336
hsa-miR-4436b-3p	MIMAT0019941
hsa-miR-6744-5p	MIMAT0027390
hsa-miR-4638-3p	MIMAT0019696
hsa-miR-4314	MIMAT0016868
hsa-miR-1269a	MIMAT0005923
hsa-miR-4776-5p	MIMAT0019933
hsa-miR-323a-5p	MIMAT0048369
hsa-miR-3162-5p	MIMAT0019213
hsa-miR-4758-3p	MIMAT0019904
hsa-miR-4450	MIMAT0018971
hsa-miR-1343-3p	MIMAT0019776
hsa-miR-4733-3p	MIMAT0019858
hsa-miR-6076	MIMAT0023701
hsa-miR-4284	MIMAT0016915
hsa-miR-5100	MIMAT0022259
hsa-miR-3621	MIMAT0018002
hsa-miR-3972	MIMAT0019357
hsa-miR-3928-3p	MIMAT0018205
hsa-miR-6501-3p	MIMAT0025459
hsa-miR-4259	MIMAT0016880
hsa-miR-4479	MIMAT0019011
hsa-miR-4470	MIMAT0018997
hsa-miR-4281	MIMAT0016907
hsa-miR-3648	MIMAT0018068
hsa-miR-5787	MIMAT0023252
hsa-miR-4756-5p	MIMAT0019900
hsa-miR-4433a-3p	MIMAT0018949
hsa-miR-147b-3p	MIMAT0004928
hsa-miR-548al	MIMAT0019024
hsa-miR-4443	MIMAT0018961
hsa-miR-503-5p	MIMAT0048500
hsa-mir-19a	MI0000073
hsa-mir-34a	MI0000268
hsa-miR-639	MIMAT0003309
hsa-miR-1233-3p	MIMAT0005588
hsa-miR-921	MIMAT0004971
hsa-miR-1180-5p	MIMAT0040119
hsa-miR-103b	MIMAT0007402
hsa-miR-1182	MIMAT0005827
hsa-miR-1307-5p	MIMAT0049547
hsa-miR-3065-3p	MIMAT0015378
hsa-miR-3184-3p	MIMAT0022731
hsa-miR-1244	MIMAT0005896
rno-miR-30a-3p	MIMAT0000809
rno-miR-411-3p	MIMAT0017304
rno-miR-125a-3p	MIMAT0004729
rno-miR-542-3p	MIMAT0003179
rno-miR-592	MIMAT0012834
rno-miR-342-3p	MIMAT0000589
rno-miR-758-3p	MIMAT0005335
rno-miR-154-3p	MIMAT0017136
rno-miR-494-3p	MIMAT0003193
rno-miR-326-3p	MIMAT0000560
rno-miR-410-3p	MIMAT0005311
rno-miR-421-3p	MIMAT0017175
rno-miR-543-3p	MIMAT0003175
rno-miR-544-3p	MIMAT0012831
rno-miR-290	MIMAT0000893
rno-miR-136-3p	MIMAT0004733
rno-miR-28-3p	MIMAT0004716
rno-miR-539-3p	MIMAT0017212
rno-miR-505-3p	MIMAT0003380
rno-miR-330-3p	MIMAT0000568
rno-let-7c-5p	MIMAT0038798
rno-miR-224-3p	MIMAT0017200
rno-miR-384-3p	MIMAT0005310
rno-miR-377-3p	MIMAT0003123
rno-miR-292-3p	MIMAT0000897
rno-miR-615	MIMAT0012835
rno-miR-488-3p	MIMAT0005341
rno-miR-708-3p	MIMAT0005332
rno-miR-292-5p	MIMAT0000897
rno-miR-876	MIMAT0012843
hsa-miR-4668-3p	MIMAT0019746
hsa-miR-3677-5p	MIMAT0018101
hsa-miR-4677-3p	MIMAT0019761
hsa-miR-3200-3p	MIMAT0015085
hsa-miR-365b-3p	MIMAT0022834
hsa-miR-3662	MIMAT0018083
hsa-miR-200c-5p	MIMAT0048322
hsa-miR-3934-5p	MIMAT0024375
hsa-miR-378a-5p	MIMAT0049425
hsa-miR-1468-5p	MIMAT0039404
hsa-miR-3614-5p	MIMAT0017993
hsa-miR-4724-5p	MIMAT0019842
hsa-miR-6500-3p	MIMAT0025455
hsa-miR-449b-5p	MIMAT0044287
hsa-miR-301a-5p	MIMAT0049593
hsa-miR-1295a	MIMAT0005885
hsa-miR-3677-3p	MIMAT0018101
hsa-miR-210-5p	MIMAT0031645
hsa-miR-1268b	MIMAT0018925
hsa-miR-4746-5p	MIMAT0019881
hsa-miR-1277-5p	MIMAT0036467
hsa-miR-4501	MIMAT0019037
hsa-miR-5694	MIMAT0022487
hsa-miR-4690-3p	MIMAT0019780
hsa-miR-6716-3p	MIMAT0025845
hsa-miR-3127-5p	MIMAT0024269
hsa-miR-548q	MIMAT0011163
hsa-miR-1277-3p	MIMAT0005933
hsa-miR-5683	MIMAT0022472
hsa-miR-3150b-3p	MIMAT0018194
hsa-miR-676-3p	MIMAT0018204
hsa-miR-2114-3p	MIMAT0011157
hsa-miR-3651	MIMAT0018071
hsa-miR-511-5p	MIMAT0047332
hsa-miR-5684	MIMAT0022473
hsa-miR-3117-3p	MIMAT0014979
hsa-miR-2114-5p	MIMAT0048054
hsa-miR-4664-3p	MIMAT0019738
rno-miR-329-5p	MIMAT0048379
rno-miR-466b-5p	MIMAT0039618
hsa-miR-1911-3p	MIMAT0007886
rno-miR-223-5p	MIMAT0048359
hsa-miR-1293	MIMAT0005883
rno-miR-3068-5p	MIMAT0041159
rno-miR-153-5p	MIMAT0046794
hsa-miR-3132	MIMAT0014997
hsa-miR-628-5p	MIMAT0036621
mmu-miR-421-3p	MIMAT0004869
hsa-let-7e-3p	MIMAT0004485
hsa-mir-34b	MI0000742
hsa-miR-99b-5p	MIMAT0036582
hsa-miR-383-5p	MIMAT0038276
hsa-miR-499a-5p	MIMAT0036509
mmu-miR-1a-3p	MIMAT0000123
hsa-miR-23c	MIMAT0018000
hsa-miR-571	MIMAT0003236
hsa-miR-4644	MIMAT0019704
hsa-miR-4649-3p	MIMAT0019712
hsa-miR-3144-3p	MIMAT0015015
hsa-miR-670-3p	MIMAT0026640
hsa-mir-221	MI0000298
hsa-miR-320e	MIMAT0015072
hsa-miR-4469	MIMAT0018996
hsa-miR-4458	MIMAT0018980
hsa-mir-7706	MI0025242
hsa-miR-922	MIMAT0004972
hsa-miR-325	MIMAT0000771
hsa-miR-4319	MIMAT0016870
hsa-miR-593-3p	MIMAT0004802
hsa-mir-7705	MI0025241
hsa-miR-4293	MIMAT0016848
hsa-miR-147a	MIMAT0000251
hsa-miR-4728-3p	MIMAT0019850
hsa-mir-425	MI0001448
hsa-mir-206	MI0000490
hsa-miR-939-3p	MIMAT0022939
hsa-miR-4795-3p	MIMAT0019969
hsa-mir-499a	MI0003183
hsa-mir-125b-2	MI0000470
hsa-miR-4324	MIMAT0016876
hsa-miR-4782-3p	MIMAT0019945
hsa-miR-3689d	MIMAT0019008
hsa-mir-96	MI0000098
hsa-miR-374c-3p	MIMAT0022735
hsa-mir-320c-2	MI0008191
hsa-miR-302f	MIMAT0005932
hsa-mir-95	MI0000097
hsa-miR-1204	MIMAT0005868
hsa-mir-149	MI0000478
hsa-miR-3619-5p	MIMAT0019219
hsa-mir-106a	MI0000113
hsa-miR-499b-3p	MIMAT0019898
hsa-miR-1297	MIMAT0005886
hsa-mir-195	MI0000489
hsa-mir-765	MI0005116
hsa-miR-3622b-3p	MIMAT0018006
hsa-mir-125a	MI0000469
hsa-mir-15b	MI0000438
hsa-miR-190a-3p	MIMAT0026482
hsa-mir-2110	MI0010629
hsa-mir-1287	MI0006349
hsa-miR-5189-3p	MIMAT0027088
hsa-miR-1306-3p	MIMAT0005950
